,alpha,n,van_bau,efron_bau,strat_bau,ps_min_bau,pm_bau,pm_kk,pm_kk_pbs,van_linear,efron_lin,strat_lin,ps_min_lin,pm_lin,pm_lin_kk,pm_lin_kk_pbs,van_exact,efron_exact,strat_exact,ps_min_exact,pm_exact,pm_kk_exact
avg_max_ks_stat,0.2,200,0.120134076,0.119330926,0.086582611,0.085862605,0.085654008,0.085510069,0.085707923,0.116516537,0.118653408,0.08624523,0.086475142,0.086316478,0.085538714,0.084605489,0.117474985,0.118485199,0.117778594,0.118782681,0.086158911,0.086175875
avg_beta_T,0.2,200,1.000696439,0.972868117,0.99349216,0.99496959,1.004376225,0.997047475,,1.019531216,0.99476333,1.007664506,1.001850783,0.990709496,0.999949593,0.994247669,,,,,,
avg_abs_bias,0.2,200,0.192311121,0.197424996,0.189450571,0.192017306,0.201500068,0.200838552,,0.184619286,0.196973981,0.191093612,0.199562341,0.192854335,0.200979118,0.188465287,,,,,,
std_err_beta_T,0.2,200,0.237910933,0.24937882,0.238254275,0.244886228,0.250597924,0.254108033,,0.231660206,0.247512674,0.242643579,0.248372621,0.239770928,0.254748115,0.239038953,,,,,,
power,0.2,200,0.985,0.975,0.982,0.98,0.983,0.978,0.963215259,0.989,0.977,0.984,0.974,0.981,0.975,0.974,0.977,0.979,0.988,0.987,0.984,0.965605096
pct_trt_diff,0.2,200,0.027345,0.00355,0.00385,0.001595,0.00491,0.00491,0.004945,0.028645,0.003165,0.003975,0.00164,0.004835,0.004725,0.004755,0.02883,0.003505,0.004125,0.001575,0.00471,0.004635
res_end_prop_avg,0.2,200,,,,,0.03224,0.03268,0.03223,,,,,0.03289,0.03229,0.03234,,,,,0.0323,0.03356
ssqr_over_sum,0.2,200,,,,,,0.307511361,,,,,,,,,,,,,,
ssqr_eq_ssqd_pval,0.2,200,,,,,,0.505111845,,,,,,,,,,,,,,
match_corr,0.2,200,,,,,,0.002079198,,,,,,,,,,,,,,
corr_eq_zero_pval,0.2,200,,,,,,0.494567842,,,,,,,,,,,,,,
pct_only_matches,0.2,200,,,,,,0.266,,,,,,,,,,,,,,
