"","alpha","n","van_bau","efron_bau","strat_bau","ps_min_bau","pm_bau","pm_kk","pm_kk_pbs","van_linear","efron_lin","strat_lin","ps_min_lin","pm_lin","pm_lin_kk","pm_lin_kk_pbs","van_exact","efron_exact","strat_exact","ps_min_exact","pm_exact","pm_kk_exact"
"avg_max_std_diff_bal",0.05,200,0.793508796752512,0.775829180586481,0.386332205846187,0.391566322366684,0.426957801862644,0.434580549873097,0.404400154391547,0.799625700858019,0.817810053175609,0.378790336025317,0.383291841005899,0.415440776343754,0.434405311291781,0.411136589674027,0.823082641976797,0.818333080139943,0.820713472614667,0.784928063164151,0.417613268857363,0.414032402184664
"avg_max_ks_stat",0.05,200,0.118134167024701,0.116915932930909,0.0865151796824275,0.0861968456845685,0.0781149647771649,0.0783137550273779,0.077148558810779,0.118133333171899,0.118666097822212,0.0848026787786023,0.0863906618717094,0.0770735596005832,0.0787047157377922,0.0775081201369188,0.120506382182042,0.119377547043679,0.117511597290384,0.116659112803237,0.0776830318345022,0.0775275206460891
"avg_beta_T",0.05,200,-0.00143608813551877,0.0088346917321142,0.00437566960418441,0.012869413839974,-0.000697857694758752,-0.000308097875908446,NA,0.00255262438627169,0.00530348835754414,-0.0130043998901755,-0.0152836403835884,-8.92581581746707e-05,0.00128603016674363,0.00474779795738087,NA,NA,NA,NA,NA,NA
"avg_abs_bias",0.05,200,0.423886617675667,0.449030767351069,0.340878026852452,0.344036714875705,0.308213171509303,0.229268227417484,NA,0.320992489377813,0.316281515870166,0.282927546258051,0.293264236752426,0.264356096045535,0.216838468308061,0.221117402431266,NA,NA,NA,NA,NA,NA
"std_err_beta_T",0.05,200,0.533389427034286,0.563535371960334,0.426137646319114,0.427799043171401,0.383586066779473,0.284363609378459,NA,0.40149700687063,0.39874681703437,0.355375750732326,0.367650071801886,0.32973982005652,0.274522631996995,0.277850508174691,NA,NA,NA,NA,NA,NA
"power",0.05,200,0.038,0.052,0.008,0.01,0.002,0.064,0.051,0.057,0.05,0.033,0.039,0.013,0.064,0.773,0.047,0.05,0.003,0.006,0.058,0.046
"pct_trt_diff",0.05,200,0.027085,0.00328,0.003905,0.001505,0.00973500000000001,0.00997500000000001,0.00950000000000001,0.026865,0.003215,0.00375,0.001695,0.00972500000000001,0.00937000000000001,0.00938000000000001,0.02679,0.003185,0.00384,0.001435,0.00967000000000001,0.00955500000000001
"res_end_prop_avg",0.05,200,NA,NA,NA,NA,0.1142,0.11535,0.11485,NA,NA,NA,NA,0.11539,0.11465,0.11419,NA,NA,NA,NA,0.11461,0.11548
"ssqr_over_sum",0.05,200,NA,NA,NA,NA,NA,0.829196489883124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ssqr_eq_ssqd_pval",0.05,200,NA,NA,NA,NA,NA,4.65112578964274e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
